,N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
4092,Down,Neutral,Down,Down,Down,Neutral,Neutral,Wet,Wet,Clear,Cloudy,PC,PC,Weak,Strong,Westerly,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,May15_Jun14,D,CThruK,None,LessThanAve,MoreThanAve,CDEJ,LIGt0,Instability,Average,MoreUnstable,D,Stifling,Weak,None,D,XNIL,XNIL,SVR,LowSHighN,CloseToDryAd,Average,CloseToDryAd,MarkedUpper,DryMMoistL,DryLine,SigNegative,Other,AllElse,Westerly,WidespdDnsl
4077,StrongUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Dry,Dry,Neutral,PC,Clear,Clear,Clear,None,None,Westerly,None,Weak,None,None,LittleChange,LittleChange,WeakPos,Increasing,XNIL,May15_Jun14,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Neutral,Average,Average,B,None,Moderate,Moderate,B,SVR,SVR,SVR,LowMtsHighPl,ModerateOrLe,VeryMoist,ModerateOrLe,StrongFront,DryMMoistL,DenvCyclone,LittleChange,Other,AllElse,LVorOther,DenvCyclone
1321,Down,Neutral,Down,Neutral,Neutral,Dry,Dry,Wet,Wet,Clear,PC,Clear,Clear,Strong,Strong,DCVZFavor,Strong,Strong,Strong,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SVR,May15_Jun14,I,CThruK,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Stability,Average,Average,HI,PartInhibit,Moderate,Strong,I,SIG,XNIL,SVR,LowAtStation,ModerateOrLe,Dry,CloseToDryAd,OtherRapid,DryMMoistL,MovingFtorOt,PosToNeg,Moving,SWQuad,LVorOther,E_NE
1831,WeakUp,Down,Down,Down,Down,Neutral,Dry,Wet,Neutral,Clear,PC,Clear,Clear,None,Weak,StrongWest,Strong,None,Strong,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,Jul16_Aug10,E,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,Average,MoreUnstable,ACEFK,Stifling,Moderate,None,E,SIG,SIG,SVR,LowSHighN,Steep,Average,ModerateOrLe,NoMajor,Other,DryLine,PosToNeg,None,SWQuad,Westerly,LongAnticyc
2178,StrongUp,Neutral,StrongUp,StrongUp,StrongUp,VeryWet,Neutral,Wet,Wet,Clear,Clear,Clear,PC,None,Weak,DCVZFavor,None,None,Weak,Some,LittleChange,LittleChange,WeakPos,LittleChange,SIG,Jul16_Aug10,F,CThruK,Stifling,Average,Average,F,N1GtLIGt_4,Stability,Average,LessUnstable,ACEFK,PartInhibit,Strong,Strong,F,SIG,SIG,SIG,HighEvrywher,Steep,VeryMoist,Steep,StrongFront,Other,DenvCyclone,NegToPos,QStationary,AllElse,LVorOther,LV
1417,Down,StronUp,Down,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,PC,PC,PC,PC,Strong,Strong,DCVZFavor,None,Weak,Strong,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,Jun15_Jul1,C,CThruK,None,LessThanAve,LessThanAve,CDEJ,LILt_8,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,None,C,XNIL,XNIL,SVR,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,StrongFront,MoistMDryL,E_W_S,SigPositive,QStationary,NWQuad,Westerly,LV
1782,StrongUp,Down,Down,Down,Down,Neutral,Neutral,Wet,Wet,Clear,Clear,Clear,Clear,Weak,Strong,Westerly,Strong,None,Weak,Some,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Jun15_Jul1,H,CThruK,PartInhibit,Average,Average,H,N1GtLIGt_4,Stability,Average,Average,HI,PartInhibit,Moderate,Moderate,H,XNIL,XNIL,XNIL,LowMtsHighPl,Stable,Average,CloseToDryAd,MarkedUpper,DryMMoistL,MovingFtorOt,NegToPos,Moving,NWQuad,LVorOther,DenvCyclone
4715,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Dry,PC,Cloudy,PC,Clear,Strong,Strong,DCVZFavor,Strong,None,Strong,Marked,LittleChange,LittleChange,Neutral,Increasing,XNIL,Jun15_Jul1,G,CThruK,None,LessThanAve,LessThanAve,G,N1GtLIGt_4,Stability,Average,MoreUnstable,GJ,TotalInhibit,Moderate,None,G,XNIL,SVR,SVR,LowAtStation,ModerateOrLe,Average,CloseToDryAd,OtherRapid,MoistMDryL,DryLine,LittleChange,None,AllElse,LVorOther,LongAnticyc
4701,Down,Neutral,Neutral,Neutral,Neutral,Dry,Wet,Wet,VeryWet,Clear,PC,Clear,PC,Strong,Strong,Other,None,None,Weak,Some,LittleChange,LittleChange,Negative,LittleChange,SIG,May15_Jun14,E,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Neutral,LessUnstable,LessUnstable,ACEFK,PartInhibit,Strong,Strong,E,SIG,XNIL,SIG,LowAtStation,CloseToDryAd,Dry,Steep,NoMajor,MoistMDryL,None,NegToPos,None,SWQuad,LVorOther,DenvCyclone
4118,Neutral,StronUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,PC,PC,PC,Weak,Strong,StrongWest,Strong,Weak,Weak,Marked,LittleChange,LittleChange,Neutral,LittleChange,XNIL,May15_Jun14,B,AB,None,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,Average,B,None,Moderate,Moderate,B,SVR,SVR,SVR,HighEvrywher,Steep,VeryMoist,ModerateOrLe,NoMajor,DryMMoistL,DenvCyclone,LittleChange,QStationary,AllElse,Westerly,DenvCyclone
1652,Neutral,WeakUp,Down,Neutral,Neutral,Neutral,VeryWet,Wet,VeryWet,PC,PC,PC,PC,Weak,Strong,Other,None,Strong,Strong,None,LittleChange,LittleChange,Neutral,LittleChange,SIG,May15_Jun14,F,CThruK,PartInhibit,Average,Average,F,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,TotalInhibit,Moderate,None,F,SIG,SIG,SIG,HighEvrywher,Steep,VeryMoist,Steep,NoMajor,Other,DenvCyclone,LittleChange,None,AllElse,Westerly,LV
1483,StrongUp,Down,Down,Down,Down,Neutral,Neutral,Dry,Dry,PC,PC,PC,Clear,Weak,Strong,DCVZFavor,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,Jul16_Aug10,E,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,MoreUnstable,ACEFK,None,Unfavorable,Slight,E,XNIL,XNIL,SIG,LowAtStation,CloseToDryAd,Average,ModerateOrLe,OtherRapid,MoistMDryL,None,SigNegative,None,AllElse,Westerly,LV
2275,WeakUp,WeakUp,Neutral,WeakUp,WeakUp,Neutral,VeryWet,Wet,Wet,Cloudy,Clear,Cloudy,Cloudy,None,None,StrongWest,None,Weak,Weak,None,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,May15_Jun14,C,CThruK,Stifling,Average,MoreThanAve,CDEJ,LIGt0,Instability,LessUnstable,LessUnstable,ACEFK,None,Moderate,Strong,C,XNIL,XNIL,XNIL,LowEvrywhere,Steep,Dry,ModerateOrLe,NoMajor,MoistMDryL,E_W_N,SigNegative,None,AllElse,LVorOther,LongAnticyc
877,WeakUp,WeakUp,Neutral,WeakUp,WeakUp,Dry,Neutral,Wet,Wet,Clear,PC,Clear,Clear,None,None,Westerly,None,None,None,None,LittleChange,LittleChange,Negative,LittleChange,XNIL,Jul16_Aug10,C,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,LILt_8,Stability,Average,Average,ACEFK,None,Moderate,Moderate,C,XNIL,XNIL,XNIL,LowAtStation,Steep,Average,ModerateOrLe,MarkedUpper,Other,E_W_N,SigPositive,Other,NWQuad,Westerly,LongAnticyc
3525,Down,Neutral,Neutral,Down,Down,Neutral,Wet,Dry,Dry,Clear,PC,PC,PC,Strong,Strong,DCVZFavor,Weak,Weak,Strong,Some,IncCapDecIns,Increasing,Negative,Increasing,SIG,May15_Jun14,D,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,Average,MoreUnstable,D,PartInhibit,Unfavorable,None,D,XNIL,XNIL,SIG,LowAtStation,CloseToDryAd,Dry,ModerateOrLe,StrongFront,Other,E_W_N,SigNegative,None,SWQuad,Westerly,SEQuad
2016,StrongUp,Neutral,Down,StrongUp,StrongUp,Neutral,Wet,Wet,VeryWet,PC,Clear,PC,Cloudy,None,None,DCVZFavor,None,None,None,None,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,Jul2_Jul15,C,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,None,C,XNIL,SVR,SVR,LowEvrywhere,Steep,Dry,ModerateOrLe,MarkedUpper,Other,E_W_N,LittleChange,Other,SWQuad,Westerly,LV
426,Down,Neutral,WeakUp,Neutral,Neutral,Dry,Neutral,Dry,Dry,Clear,PC,PC,PC,None,Weak,DCVZFavor,Weak,Strong,Strong,None,LittleChange,LittleChange,Neutral,LittleChange,SIG,Jul2_Jul15,J,CThruK,None,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,GJ,TotalInhibit,Moderate,None,J,XNIL,XNIL,SIG,LowAtStation,CloseToDryAd,Average,CloseToDryAd,NoMajor,Other,DenvCyclone,LittleChange,None,LV,LVorOther,DenvCyclone
626,WeakUp,Down,Neutral,WeakUp,WeakUp,Dry,Dry,VeryWet,VeryWet,Clear,Clear,Clear,Clear,Strong,Strong,Other,None,Weak,Weak,None,LittleChange,LittleChange,Neutral,Decreasing,SIG,Jul16_Aug10,B,AB,Stifling,Average,Average,ABI,N5GtLIGt_8,Instability,Average,LessUnstable,B,TotalInhibit,Moderate,None,B,XNIL,XNIL,SIG,LowMtsHighPl,Steep,Dry,CloseToDryAd,OtherRapid,DryMMoistL,DenvCyclone,SigNegative,None,NWQuad,LVorOther,DenvCyclone
1589,Neutral,Neutral,Down,Neutral,Neutral,VeryWet,Dry,VeryWet,VeryWet,PC,Clear,Clear,Clear,Strong,Strong,Other,None,Weak,Strong,Some,LittleChange,LittleChange,Neutral,LittleChange,SVR,Jul16_Aug10,A,AB,None,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,None,Unfavorable,None,A,SIG,SIG,SVR,LowNHighS,ModerateOrLe,Average,Steep,MarkedUpper,Other,DenvCyclone,NegToPos,Other,SWQuad,Westerly,DenvCyclone
2223,Neutral,Down,WeakUp,Neutral,Neutral,Neutral,Wet,Wet,Neutral,PC,PC,PC,PC,Strong,Strong,Westerly,Strong,None,Weak,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Aug11_Aug20,B,AB,None,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Neutral,LessUnstable,LessUnstable,B,Stifling,Weak,None,B,SVR,SVR,SVR,LowMtsHighPl,CloseToDryAd,VeryMoist,Steep,NoMajor,Other,DenvCyclone,LittleChange,None,NWQuad,Westerly,SEQuad
2217,StrongUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Dry,Neutral,Dry,Clear,PC,Clear,Clear,None,None,Other,None,Weak,Weak,None,DecCapIncIns,Decreasing,Neutral,Decreasing,XNIL,May15_Jun14,K,CThruK,Stifling,Average,LessThanAve,K,LILt_8,Stability,MoreUnstable,Average,ACEFK,PartInhibit,Weak,Moderate,K,SIG,SIG,SIG,LowNHighS,Steep,Average,CloseToDryAd,StrongFront,DryMMoistL,MovingFtorOt,LittleChange,Other,SWQuad,Westerly,LV
4483,Down,Neutral,Down,Down,Down,Dry,Wet,Wet,Neutral,Clear,Clear,Clear,Clear,Strong,Strong,StrongWest,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,May15_Jun14,D,CThruK,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,D,None,Moderate,Moderate,D,SIG,SIG,SIG,LowMtsHighPl,Steep,Average,CloseToDryAd,OtherRapid,DryMMoistL,None,SigNegative,None,NWQuad,Westerly,LongAnticyc
1485,StrongUp,StronUp,Down,StrongUp,StrongUp,Dry,Wet,VeryWet,VeryWet,Clear,PC,Clear,PC,Weak,Weak,Other,None,Weak,Weak,Marked,LittleChange,LittleChange,Negative,LittleChange,XNIL,May15_Jun14,K,CThruK,PartInhibit,Average,Average,K,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Slight,K,XNIL,XNIL,XNIL,LowSHighN,Steep,Average,ModerateOrLe,StrongFront,DryMMoistL,MovingFtorOt,NegToPos,Other,AllElse,LVorOther,WidespdDnsl
1739,Down,Neutral,StrongUp,Neutral,Neutral,VeryWet,Wet,VeryWet,VeryWet,PC,Clear,Clear,PC,Weak,Weak,Westerly,Weak,Weak,Weak,Some,LittleChange,LittleChange,Neutral,Increasing,XNIL,May15_Jun14,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Instability,Average,MoreUnstable,ACEFK,None,Strong,Strong,E,SIG,SIG,SIG,LowEvrywhere,Steep,Average,Steep,NoMajor,MoistMDryL,E_W_S,NegToPos,None,SWQuad,Westerly,LV
2480,WeakUp,Neutral,Neutral,Neutral,Neutral,Wet,Dry,Dry,Dry,PC,PC,PC,PC,Strong,Strong,Westerly,None,Weak,Weak,Marked,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,Jun15_Jul1,I,CThruK,PartInhibit,Average,MoreThanAve,ABI,N5GtLIGt_8,Neutral,LessUnstable,Average,HI,PartInhibit,Weak,None,I,XNIL,XNIL,XNIL,LowAtStation,Steep,VeryMoist,CloseToDryAd,NoMajor,DryMMoistL,None,NegToPos,QStationary,SWQuad,LVorOther,LV
2584,StrongUp,Down,Neutral,Neutral,Neutral,Dry,Neutral,Dry,Dry,Clear,Clear,Clear,Clear,Strong,Strong,DCVZFavor,Weak,None,Weak,Marked,DecCapIncIns,Decreasing,WeakPos,Increasing,SVR,Jul2_Jul15,G,CThruK,Stifling,Average,LessThanAve,G,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,GJ,None,Weak,Strong,G,SIG,SIG,SVR,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,MarkedUpper,MoistMDryL,DryLine,LittleChange,None,LV,Westerly,SEQuad
2893,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,PC,Clear,Clear,Clear,Weak,Strong,DCVZFavor,Strong,None,Weak,Some,IncCapDecIns,Increasing,Negative,LittleChange,SVR,Aug20_Sep15,A,AB,TotalInhibit,MoreThanAve,MoreThanAve,ABI,LIGt0,Stability,LessUnstable,LessUnstable,ACEFK,Stifling,Weak,None,A,XNIL,XNIL,SVR,HighEvrywher,Steep,VeryMoist,CloseToDryAd,StrongFront,Other,MovingFtorOt,PosToNeg,Other,SWQuad,Westerly,DenvCyclone
149,Down,Neutral,Down,Down,Down,Neutral,Neutral,Neutral,Dry,PC,Clear,PC,PC,Weak,Strong,DCVZFavor,Weak,Weak,Strong,Marked,LittleChange,LittleChange,StrongPos,Increasing,XNIL,Aug20_Sep15,A,AB,PartInhibit,Average,Average,ABI,N5GtLIGt_8,Stability,LessUnstable,Average,ACEFK,PartInhibit,Moderate,Strong,A,XNIL,XNIL,XNIL,LowMtsHighPl,ModerateOrLe,VeryMoist,Steep,MarkedUpper,Other,DenvCyclone,PosToNeg,Other,SWQuad,LVorOther,DenvCyclone
676,WeakUp,Down,Down,Down,Down,Neutral,Neutral,Neutral,Neutral,PC,Cloudy,Cloudy,PC,Weak,Weak,DCVZFavor,Strong,Strong,Strong,Some,LittleChange,LittleChange,StrongPos,Increasing,XNIL,May15_Jun14,B,AB,TotalInhibit,MoreThanAve,MoreThanAve,ABI,N5GtLIGt_8,Instability,LessUnstable,MoreUnstable,B,Stifling,Moderate,Moderate,B,XNIL,XNIL,XNIL,HighEvrywher,CloseToDryAd,VeryMoist,CloseToDryAd,StrongFront,MoistMDryL,MovingFtorOt,NegToPos,QStationary,NWQuad,Westerly,LV
1261,Neutral,Down,WeakUp,Neutral,Neutral,Dry,Neutral,Wet,Neutral,PC,Clear,Clear,Clear,None,None,DCVZFavor,None,None,Weak,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Jul16_Aug10,E,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,None,E,XNIL,XNIL,XNIL,LowSHighN,Steep,Average,ModerateOrLe,NoMajor,MoistMDryL,Other,NegToPos,None,SWQuad,Westerly,LV
4917,WeakUp,WeakUp,Down,WeakUp,WeakUp,Dry,Dry,Neutral,Neutral,Clear,PC,Clear,Clear,Strong,Strong,DCVZFavor,Strong,Strong,Weak,Some,LittleChange,LittleChange,WeakPos,LittleChange,SIG,Aug20_Sep15,E,CThruK,None,Average,Average,CDEJ,N1GtLIGt_4,Stability,Average,MoreUnstable,ACEFK,None,Strong,Strong,E,SIG,SIG,SIG,LowSHighN,Steep,Dry,ModerateOrLe,NoMajor,Other,E_W_N,NegToPos,None,SWQuad,Westerly,LV
12,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,PC,Clear,PC,Clear,Weak,Strong,Westerly,Weak,Weak,Weak,Some,IncCapDecIns,Increasing,Negative,Increasing,SVR,Jul16_Aug10,J,CThruK,None,LessThanAve,Average,CDEJ,N1GtLIGt_4,Neutral,Average,MoreUnstable,GJ,PartInhibit,Strong,Strong,J,SIG,SIG,SVR,LowMtsHighPl,ModerateOrLe,Average,ModerateOrLe,NoMajor,DryMMoistL,DryLine,LittleChange,None,LV,LVorOther,E_NE
1833,StrongUp,Neutral,Down,WeakUp,WeakUp,VeryWet,VeryWet,Wet,Neutral,PC,PC,PC,PC,Strong,Strong,Westerly,None,Strong,Strong,None,LittleChange,LittleChange,WeakPos,Decreasing,SIG,May15_Jun14,A,AB,Stifling,Average,Average,ABI,LILt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Slight,A,SVR,SVR,SVR,Other,Steep,Average,Steep,MarkedUpper,DryMMoistL,DenvCyclone,SigNegative,None,SWQuad,Westerly,DenvCyclone
3248,WeakUp,Down,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Cloudy,Cloudy,Cloudy,Cloudy,Strong,Strong,DCVZFavor,Weak,Weak,Weak,Some,LittleChange,LittleChange,WeakPos,Increasing,SIG,May15_Jun14,E,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,None,Strong,Strong,E,SIG,SIG,SIG,LowNHighS,CloseToDryAd,Average,ModerateOrLe,NoMajor,MoistMDryL,None,NegToPos,None,SWQuad,Westerly,LV
1491,Neutral,WeakUp,WeakUp,Neutral,Neutral,Dry,Neutral,Dry,Neutral,Cloudy,Clear,Cloudy,PC,Weak,Weak,StrongWest,Weak,Weak,Weak,None,LittleChange,LittleChange,Negative,Decreasing,XNIL,Jul16_Aug10,I,CThruK,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,HI,Stifling,Moderate,Slight,I,XNIL,XNIL,XNIL,LowSHighN,Steep,VeryMoist,CloseToDryAd,NoMajor,DryMMoistL,MovingFtorOt,SigNegative,QStationary,SWQuad,Westerly,DenvCyclone
2727,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Wet,Wet,Cloudy,PC,Cloudy,Cloudy,Strong,Strong,DCVZFavor,Strong,None,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Jul2_Jul15,G,CThruK,None,LessThanAve,MoreThanAve,G,N5GtLIGt_8,Stability,Average,Average,GJ,TotalInhibit,Weak,None,G,XNIL,XNIL,SIG,LowAtStation,CloseToDryAd,Dry,CloseToDryAd,MarkedUpper,MoistMDryL,None,PosToNeg,None,NWQuad,Westerly,LV
3686,Neutral,Down,Neutral,Down,Down,Neutral,Dry,Dry,Dry,PC,PC,PC,PC,Strong,Strong,Westerly,Strong,None,Weak,Marked,LittleChange,LittleChange,WeakPos,Increasing,SIG,Aug20_Sep15,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,B,PartInhibit,Moderate,None,B,SVR,SVR,SVR,LowMtsHighPl,Stable,VeryMoist,Steep,NoMajor,DryMMoistL,MovingFtorOt,LittleChange,Other,NWQuad,LVorOther,DenvCyclone
1424,Neutral,Neutral,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Cloudy,PC,Cloudy,Cloudy,None,None,StrongWest,None,None,None,None,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Jul16_Aug10,A,AB,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,None,A,XNIL,XNIL,XNIL,LowSHighN,CloseToDryAd,Average,CloseToDryAd,MarkedUpper,Other,DenvCyclone,PosToNeg,Moving,SWQuad,Westerly,DenvCyclone
4605,Neutral,Neutral,StrongUp,StrongUp,StrongUp,VeryWet,Dry,VeryWet,VeryWet,Clear,Clear,Clear,PC,None,Weak,DCVZFavor,Weak,Weak,Weak,Some,LittleChange,LittleChange,Negative,Decreasing,XNIL,Jun15_Jul1,D,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,D,Stifling,Strong,Moderate,D,SVR,SVR,SVR,LowNHighS,CloseToDryAd,Average,CloseToDryAd,StrongFront,DryMMoistL,None,NegToPos,Other,AllElse,LVorOther,E_NE
4595,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,PC,Cloudy,PC,PC,Weak,Strong,Westerly,Strong,None,Strong,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Jul16_Aug10,J,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,GJ,PartInhibit,Moderate,Slight,J,XNIL,XNIL,SIG,LowAtStation,ModerateOrLe,Average,ModerateOrLe,OtherRapid,DryMMoistL,MovingFtorOt,NegToPos,Other,LV,LVorOther,SEQuad
731,StrongUp,WeakUp,Neutral,WeakUp,WeakUp,Wet,Neutral,Wet,Wet,Cloudy,PC,Cloudy,Clear,None,None,DCVZFavor,None,Weak,Strong,None,DecCapIncIns,Decreasing,WeakPos,LittleChange,XNIL,Jul16_Aug10,I,CThruK,PartInhibit,Average,LessThanAve,ABI,N1GtLIGt_4,Stability,Average,LessUnstable,HI,PartInhibit,Strong,Slight,I,XNIL,XNIL,XNIL,Other,ModerateOrLe,Dry,Steep,NoMajor,Other,DryLine,PosToNeg,QStationary,SWQuad,Westerly,E_NE
1231,StrongUp,Neutral,Down,StrongUp,StrongUp,Dry,VeryWet,Dry,Dry,Cloudy,Clear,PC,Cloudy,Strong,Strong,StrongWest,Strong,None,Strong,Marked,DecCapIncIns,Decreasing,StrongPos,Increasing,SVR,Jul2_Jul15,E,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Strong,Strong,E,SVR,SVR,SVR,LowAtStation,ModerateOrLe,VeryMoist,Steep,NoMajor,MoistMDryL,None,PosToNeg,None,SWQuad,LVorOther,SEQuad
1634,Neutral,WeakUp,StrongUp,WeakUp,WeakUp,Wet,Dry,Dry,Dry,PC,Cloudy,Cloudy,Cloudy,Weak,Weak,Westerly,None,Strong,Strong,Some,DecCapIncIns,Decreasing,StrongPos,Increasing,SVR,May15_Jun14,D,CThruK,Stifling,MoreThanAve,Average,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,D,None,Unfavorable,None,D,SVR,SVR,SVR,LowAtStation,Stable,Average,Steep,StrongFront,DryMMoistL,DryLine,SigNegative,None,AllElse,LVorOther,DenvCyclone
3936,StrongUp,Down,Down,Down,Down,Dry,Neutral,VeryWet,Wet,PC,PC,Clear,Clear,None,None,Westerly,None,Weak,Weak,None,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,May15_Jun14,E,CThruK,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Moderate,Moderate,E,XNIL,XNIL,XNIL,LowSHighN,CloseToDryAd,Average,Steep,NoMajor,MoistMDryL,None,SigNegative,None,SWQuad,LVorOther,LV
1210,StrongUp,WeakUp,Neutral,WeakUp,WeakUp,VeryWet,Neutral,Wet,VeryWet,Cloudy,PC,Cloudy,Cloudy,Weak,Strong,StrongWest,Strong,Strong,Strong,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,May15_Jun14,G,CThruK,None,LessThanAve,LessThanAve,G,N1GtLIGt_4,Neutral,Average,Average,GJ,PartInhibit,Moderate,Moderate,G,SVR,SVR,SVR,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,MarkedUpper,Other,DryLine,LittleChange,None,NWQuad,LVorOther,WidespdDnsl
3268,WeakUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,None,None,Westerly,None,Strong,Strong,None,LittleChange,LittleChange,Neutral,LittleChange,XNIL,May15_Jun14,K,CThruK,Stifling,Average,Average,K,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,Slight,K,XNIL,XNIL,XNIL,LowNHighS,Steep,Average,ModerateOrLe,StrongFront,Other,MovingFtorOt,LittleChange,QStationary,AllElse,LVorOther,LV
1934,WeakUp,Neutral,Down,WeakUp,WeakUp,Neutral,VeryWet,Neutral,Neutral,Clear,Clear,Clear,PC,Weak,Strong,DCVZFavor,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,May15_Jun14,E,CThruK,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,Slight,E,SIG,SIG,SIG,LowSHighN,Stable,Average,Steep,OtherRapid,MoistMDryL,E_W_N,SigNegative,Other,SWQuad,LVorOther,WidespdDnsl
