"","dm_1","foto_1","straaling_1","temp_1","lai_1","meldug_1","lai_0","dm_2","foto_2","straaling_2","temp_2","lai_2","meldug_2","dm_3","foto_3","straaling_3","temp_3","lai_3","meldug_3","dm_4","foto_4","straaling_4","temp_4","lai_4","meldug_4","mikro_1","middel_1","mikro_2","middel_2","mikro_3","middel_3","nedboer_1","nedboer_2","nedboer_3","udbytte"
"263","0_08_kg_m2","0_20_kg_m2","150___199_MJ_m2","13_0___14_9_C","0_5___1_5","50___100_%","5_5___6_5","0_18_kg_m2","0_25_kg_m2","200___249_MJ_m2","____17_0_C","0_5___1_5","25___50__","0_34_kg_m2","0_35_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_01___0_5__","0_26_kg_m2","0_00_kg_m2","___300_MJ_m2","15_0___16_9_C","0_0___0_5","1___2__","V_dt_og_koldt","0_l_ha","V_dt_og_varmt","0_75_l_ha","V_dt_og_varmt","0_l_ha","2___3","2___3","0___1","21___23_hkg_ha"
"264","0_28_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","3_5___4_5","2___6_%","4_5___5_5","0_58_kg_m2","0_55_kg_m2","150___199_MJ_m2","___13_0_C","3_5___4_5","0_00___0_01__","0_88_kg_m2","0_65_kg_m2","350___399_MJ_m2","15_0___16_9_C","1_5___2_5","0_00___0_01__","0_96_kg_m2","0_35_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_75_l_ha","V_dt_og_koldt","0_75_l_ha","V_dt_og_varmt","0_75_l_ha","0___1","____4","____4","81___83_hkg_ha"
"265","0_36_kg_m2","0_65_kg_m2","____250_MJ_m2","15_0___16_9_C","4_5___5_5","0_00___0_01_%","5_5___6_5","0_72_kg_m2","0_65_kg_m2","200___249_MJ_m2","____17_0_C","5_5___6_5","0_00___0_01__","1_42_kg_m2","1_20_kg_m2","____400_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_58_kg_m2","0_50_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_50_l_ha","T_rt_og_koldt","0_l_ha","T_rt_og_koldt","0_25_l_ha","____4","0___1","0___1","133___135_hkg_ha"
"266","0_30_kg_m2","0_55_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","10___25_%","5_5___6_5","0_54_kg_m2","0_50_kg_m2","150___199_MJ_m2","15_0___16_9_C","4_5___5_5","6___10__","1_08_kg_m2","0_95_kg_m2","350___399_MJ_m2","13_0___14_9_C","2_5___3_5","2___6__","1_22_kg_m2","0_45_kg_m2","300___349_MJ_m2","____17_0_C","0_5___1_5","10___25__","V_dt_og_koldt","0_l_ha","T_rt_og_varmt","0_l_ha","V_dt_og_varmt","0_l_ha","____4","0___1","2___3","103___105_hkg_ha"
"267","0_24_kg_m2","0_50_kg_m2","200___249_MJ_m2","15_0___16_9_C","2_5___3_5","25___50_%","4_5___5_5","0_48_kg_m2","0_45_kg_m2","150___199_MJ_m2","___13_0_C","2_5___3_5","6___10__","0_76_kg_m2","0_60_kg_m2","300___349_MJ_m2","____17_0_C","1_5___2_5","0_5___1__","0_78_kg_m2","0_30_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_50_l_ha","T_rt_og_koldt","0_75_l_ha","V_dt_og_varmt","0_75_l_ha","____4","2___3","____4","65___67_hkg_ha"
"268","0_32_kg_m2","0_55_kg_m2","200___249_MJ_m2","13_0___14_9_C","3_5___4_5","0_00___0_01_%","3_5___4_5","0_68_kg_m2","0_65_kg_m2","200___249_MJ_m2","___13_0_C","3_5___4_5","0_00___0_01__","0_98_kg_m2","0_65_kg_m2","300___349_MJ_m2","____17_0_C","2_5___3_5","0_00___0_01__","1_02_kg_m2","0_30_kg_m2","350___399_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","T_rt_og_varmt","0_l_ha","V_dt_og_varmt","0_25_l_ha","T_rt_og_varmt","0_75_l_ha","0___1","0___1","2___3","87___89_hkg_ha"
"269","0_20_kg_m2","0_35_kg_m2","150___199_MJ_m2","___13_0_C","1_5___2_5","50___100_%","5_5___6_5","0_34_kg_m2","0_30_kg_m2","150___199_MJ_m2","15_0___16_9_C","1_5___2_5","1___2__","0_50_kg_m2","0_40_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","0_36_kg_m2","0_00_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_0___0_5","0_00___0_01__","T_rt_og_koldt","0_50_l_ha","V_dt_og_koldt","0_25_l_ha","V_dt_og_koldt","0_50_l_ha","2___3","2___3","____4","31___33_hkg_ha"
"270","0_30_kg_m2","0_60_kg_m2","150___199_MJ_m2","___13_0_C","___6_5","1___2_%","___6_5","0_62_kg_m2","0_65_kg_m2","150___199_MJ_m2","___13_0_C","___6_5","0_00___0_01__","1_06_kg_m2","0_80_kg_m2","___300_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_08_kg_m2","0_30_kg_m2","300___349_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_50_l_ha","V_dt_og_koldt","0_50_l_ha","T_rt_og_koldt","0_l_ha","0___1","____4","0___1","91___93_hkg_ha"
"271","0_30_kg_m2","0_55_kg_m2","150___199_MJ_m2","13_0___14_9_C","___6_5","0_5___1_%","___6_5","0_68_kg_m2","0_65_kg_m2","150___199_MJ_m2","___13_0_C","___6_5","0_00___0_01__","1_32_kg_m2","1_15_kg_m2","350___399_MJ_m2","15_0___16_9_C","4_5___5_5","0_00___0_01__","1_68_kg_m2","0_75_kg_m2","___300_MJ_m2","13_0___14_9_C","1_5___2_5","0_5___1__","T_rt_og_koldt","0_50_l_ha","T_rt_og_varmt","0_l_ha","V_dt_og_varmt","0_l_ha","0___1","0___1","____4","141___143_hkg_ha"
"272","0_28_kg_m2","0_55_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","1___2_%","4_5___5_5","0_52_kg_m2","0_50_kg_m2","200___249_MJ_m2","13_0___14_9_C","5_5___6_5","0_00___0_01__","1_18_kg_m2","1_10_kg_m2","____400_MJ_m2","____17_0_C","3_5___4_5","0_00___0_01__","1_46_kg_m2","0_70_kg_m2","350___399_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_75_l_ha","T_rt_og_koldt","0_l_ha","V_dt_og_varmt","0_25_l_ha","____4","0___1","____4","123___125_hkg_ha"
"273","0_38_kg_m2","0_60_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","0_00___0_01_%","5_5___6_5","0_66_kg_m2","0_55_kg_m2","200___249_MJ_m2","15_0___16_9_C","5_5___6_5","0_00___0_01__","1_14_kg_m2","0_95_kg_m2","350___399_MJ_m2","15_0___16_9_C","4_5___5_5","0_00___0_01__","1_48_kg_m2","0_80_kg_m2","350___399_MJ_m2","13_0___14_9_C","1_5___2_5","0_00___0_01__","T_rt_og_koldt","0_25_l_ha","V_dt_og_koldt","0_75_l_ha","T_rt_og_varmt","0_l_ha","2___3","2___3","2___3","125___127_hkg_ha"
"274","0_20_kg_m2","0_45_kg_m2","150___199_MJ_m2","____17_0_C","3_5___4_5","2___6_%","3_5___4_5","0_30_kg_m2","0_30_kg_m2","___150_MJ_m2","____17_0_C","3_5___4_5","2___6__","0_62_kg_m2","0_60_kg_m2","350___399_MJ_m2","15_0___16_9_C","1_5___2_5","2___6__","0_76_kg_m2","0_40_kg_m2","___300_MJ_m2","13_0___14_9_C","0_5___1_5","10___25__","V_dt_og_varmt","0_l_ha","V_dt_og_varmt","0_l_ha","V_dt_og_varmt","0_l_ha","2___3","____4","____4","63___65_hkg_ha"
"275","0_28_kg_m2","0_50_kg_m2","200___249_MJ_m2","13_0___14_9_C","3_5___4_5","0_00___0_01_%","3_5___4_5","0_60_kg_m2","0_55_kg_m2","____250_MJ_m2","____17_0_C","3_5___4_5","0_00___0_01__","1_04_kg_m2","0_80_kg_m2","300___349_MJ_m2","15_0___16_9_C","2_5___3_5","0_00___0_01__","1_26_kg_m2","0_55_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_l_ha","V_dt_og_varmt","0_l_ha","T_rt_og_varmt","0_l_ha","2___3","2___3","2___3","107___109_hkg_ha"
"276","0_34_kg_m2","0_55_kg_m2","150___199_MJ_m2","13_0___14_9_C","3_5___4_5","25___50_%","5_5___6_5","0_56_kg_m2","0_40_kg_m2","150___199_MJ_m2","13_0___14_9_C","3_5___4_5","0_5___1__","0_90_kg_m2","0_65_kg_m2","300___349_MJ_m2","15_0___16_9_C","1_5___2_5","0_00___0_01__","0_96_kg_m2","0_30_kg_m2","350___399_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_75_l_ha","V_dt_og_koldt","0_25_l_ha","V_dt_og_koldt","0_l_ha","2___3","2___3","2___3","81___83_hkg_ha"
"277","0_24_kg_m2","0_45_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","1___2_%","4_5___5_5","0_56_kg_m2","0_65_kg_m2","200___249_MJ_m2","15_0___16_9_C","4_5___5_5","0_00___0_01__","0_80_kg_m2","0_60_kg_m2","___300_MJ_m2","____17_0_C","2_5___3_5","0_00___0_01__","0_88_kg_m2","0_35_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_50_l_ha","T_rt_og_varmt","0_l_ha","T_rt_og_varmt","0_25_l_ha","____4","0___1","0___1","73___75_hkg_ha"
"278","0_46_kg_m2","0_75_kg_m2","200___249_MJ_m2","___13_0_C","3_5___4_5","25___50_%","5_5___6_5","0_70_kg_m2","0_50_kg_m2","150___199_MJ_m2","15_0___16_9_C","3_5___4_5","0_01___0_5__","1_00_kg_m2","0_65_kg_m2","300___349_MJ_m2","15_0___16_9_C","1_5___2_5","6___10__","1_22_kg_m2","0_55_kg_m2","350___399_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_50_l_ha","V_dt_og_varmt","0_l_ha","V_dt_og_koldt","0_25_l_ha","0___1","2___3","____4","101___103_hkg_ha"
"279","0_08_kg_m2","0_25_kg_m2","150___199_MJ_m2","13_0___14_9_C","0_5___1_5","50___100_%","2_5___3_5","0_20_kg_m2","0_30_kg_m2","200___249_MJ_m2","13_0___14_9_C","0_5___1_5","10___25__","0_36_kg_m2","0_40_kg_m2","350___399_MJ_m2","15_0___16_9_C","0_5___1_5","10___25__","0_22_kg_m2","0_00_kg_m2","___300_MJ_m2","15_0___16_9_C","0_0___0_5","50___100__","V_dt_og_koldt","0_50_l_ha","T_rt_og_varmt","0_l_ha","V_dt_og_koldt","0_l_ha","____4","2___3","____4","17___19_hkg_ha"
"280","0_36_kg_m2","0_60_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","0_00___0_01_%","5_5___6_5","0_58_kg_m2","0_45_kg_m2","150___199_MJ_m2","____17_0_C","5_5___6_5","0_00___0_01__","1_06_kg_m2","0_90_kg_m2","300___349_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_18_kg_m2","0_40_kg_m2","___300_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_50_l_ha","V_dt_og_varmt","0_l_ha","V_dt_og_varmt","0_l_ha","____4","2___3","____4","99___101_hkg_ha"
"281","0_22_kg_m2","0_40_kg_m2","150___199_MJ_m2","15_0___16_9_C","2_5___3_5","25___50_%","4_5___5_5","0_44_kg_m2","0_45_kg_m2","150___199_MJ_m2","___13_0_C","2_5___3_5","0_00___0_01__","0_86_kg_m2","0_80_kg_m2","350___399_MJ_m2","13_0___14_9_C","1_5___2_5","0_00___0_01__","1_00_kg_m2","0_45_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_75_l_ha","V_dt_og_koldt","0_50_l_ha","V_dt_og_koldt","0_l_ha","2___3","2___3","2___3","83___85_hkg_ha"
"282","0_42_kg_m2","0_75_kg_m2","____250_MJ_m2","13_0___14_9_C","5_5___6_5","0_5___1_%","4_5___5_5","0_68_kg_m2","0_55_kg_m2","200___249_MJ_m2","13_0___14_9_C","5_5___6_5","1___2__","1_32_kg_m2","1_15_kg_m2","350___399_MJ_m2","13_0___14_9_C","4_5___5_5","0_00___0_01__","1_56_kg_m2","0_65_kg_m2","300___349_MJ_m2","15_0___16_9_C","1_5___2_5","0_00___0_01__","V_dt_og_koldt","0_l_ha","T_rt_og_varmt","0_50_l_ha","T_rt_og_koldt","0_75_l_ha","0___1","2___3","0___1","131___133_hkg_ha"
"283","0_28_kg_m2","0_55_kg_m2","200___249_MJ_m2","____17_0_C","4_5___5_5","2___6_%","5_5___6_5","0_54_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","0_01___0_5__","0_94_kg_m2","0_75_kg_m2","350___399_MJ_m2","____17_0_C","3_5___4_5","0_00___0_01__","1_10_kg_m2","0_45_kg_m2","___300_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_50_l_ha","V_dt_og_varmt","0_25_l_ha","V_dt_og_varmt","0_25_l_ha","____4","2___3","____4","93___95_hkg_ha"
"284","0_36_kg_m2","0_65_kg_m2","200___249_MJ_m2","13_0___14_9_C","5_5___6_5","0_01___0_5_%","5_5___6_5","0_62_kg_m2","0_50_kg_m2","150___199_MJ_m2","15_0___16_9_C","5_5___6_5","0_00___0_01__","1_02_kg_m2","0_75_kg_m2","300___349_MJ_m2","____17_0_C","3_5___4_5","0_00___0_01__","1_14_kg_m2","0_40_kg_m2","350___399_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","T_rt_og_varmt","0_50_l_ha","V_dt_og_koldt","0_50_l_ha","V_dt_og_varmt","0_l_ha","0___1","____4","____4","97___99_hkg_ha"
"285","0_26_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","3_5___4_5","25___50_%","5_5___6_5","0_54_kg_m2","0_55_kg_m2","150___199_MJ_m2","___13_0_C","2_5___3_5","10___25__","0_80_kg_m2","0_65_kg_m2","300___349_MJ_m2","15_0___16_9_C","1_5___2_5","2___6__","0_84_kg_m2","0_30_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_25_l_ha","V_dt_og_koldt","0_25_l_ha","V_dt_og_varmt","0_50_l_ha","____4","0___1","____4","71___73_hkg_ha"
"286","0_24_kg_m2","0_45_kg_m2","150___199_MJ_m2","15_0___16_9_C","2_5___3_5","0_00___0_01_%","2_5___3_5","0_54_kg_m2","0_60_kg_m2","____250_MJ_m2","____17_0_C","2_5___3_5","0_00___0_01__","0_84_kg_m2","0_65_kg_m2","350___399_MJ_m2","15_0___16_9_C","1_5___2_5","0_00___0_01__","0_92_kg_m2","0_35_kg_m2","___300_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_50_l_ha","V_dt_og_varmt","0_25_l_ha","T_rt_og_varmt","0_l_ha","0___1","____4","0___1","77___79_hkg_ha"
"287","0_12_kg_m2","0_25_kg_m2","150___199_MJ_m2","____17_0_C","0_5___1_5","50___100_%","5_5___6_5","0_28_kg_m2","0_35_kg_m2","200___249_MJ_m2","13_0___14_9_C","0_5___1_5","2___6__","0_36_kg_m2","0_30_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_01___0_5__","0_42_kg_m2","0_25_kg_m2","___300_MJ_m2","____17_0_C","0_0___0_5","0_00___0_01__","T_rt_og_varmt","0_50_l_ha","T_rt_og_varmt","0_50_l_ha","V_dt_og_koldt","0_50_l_ha","0___1","2___3","____4","35___37_hkg_ha"
"288","0_24_kg_m2","0_45_kg_m2","150___199_MJ_m2","____17_0_C","5_5___6_5","1___2_%","5_5___6_5","0_40_kg_m2","0_40_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","0_01___0_5__","0_84_kg_m2","0_80_kg_m2","___300_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","0_98_kg_m2","0_40_kg_m2","350___399_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_25_l_ha","V_dt_og_koldt","0_50_l_ha","V_dt_og_varmt","0_l_ha","____4","2___3","____4","83___85_hkg_ha"
"289","0_34_kg_m2","0_60_kg_m2","200___249_MJ_m2","13_0___14_9_C","3_5___4_5","0_01___0_5_%","3_5___4_5","0_48_kg_m2","0_35_kg_m2","___150_MJ_m2","15_0___16_9_C","2_5___3_5","0_01___0_5__","0_82_kg_m2","0_65_kg_m2","350___399_MJ_m2","15_0___16_9_C","1_5___2_5","0_00___0_01__","0_98_kg_m2","0_45_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_l_ha","V_dt_og_koldt","0_75_l_ha","T_rt_og_varmt","0_l_ha","2___3","____4","0___1","83___85_hkg_ha"
"290","0_12_kg_m2","0_30_kg_m2","___150_MJ_m2","13_0___14_9_C","3_5___4_5","0_01___0_5_%","3_5___4_5","0_38_kg_m2","0_50_kg_m2","200___249_MJ_m2","___13_0_C","3_5___4_5","0_00___0_01__","0_64_kg_m2","0_50_kg_m2","300___349_MJ_m2","15_0___16_9_C","1_5___2_5","0_01___0_5__","0_94_kg_m2","0_65_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_25_l_ha","V_dt_og_varmt","0_l_ha","V_dt_og_koldt","0_50_l_ha","0___1","____4","2___3","79___81_hkg_ha"
"291","0_30_kg_m2","0_55_kg_m2","150___199_MJ_m2","___13_0_C","4_5___5_5","0_00___0_01_%","4_5___5_5","0_48_kg_m2","0_45_kg_m2","150___199_MJ_m2","____17_0_C","4_5___5_5","0_00___0_01__","0_84_kg_m2","0_75_kg_m2","300___349_MJ_m2","15_0___16_9_C","2_5___3_5","0_00___0_01__","0_94_kg_m2","0_40_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_l_ha","V_dt_og_varmt","0_50_l_ha","T_rt_og_varmt","0_50_l_ha","2___3","2___3","0___1","79___81_hkg_ha"
"292","0_18_kg_m2","0_35_kg_m2","___150_MJ_m2","13_0___14_9_C","___6_5","2___6_%","5_5___6_5","0_40_kg_m2","0_40_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","0_01___0_5__","0_82_kg_m2","0_80_kg_m2","300___349_MJ_m2","13_0___14_9_C","2_5___3_5","0_00___0_01__","0_98_kg_m2","0_45_kg_m2","___300_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_l_ha","V_dt_og_koldt","0_25_l_ha","T_rt_og_varmt","0_75_l_ha","2___3","____4","2___3","83___85_hkg_ha"
"293","0_22_kg_m2","0_45_kg_m2","200___249_MJ_m2","15_0___16_9_C","2_5___3_5","25___50_%","4_5___5_5","0_38_kg_m2","0_40_kg_m2","150___199_MJ_m2","___13_0_C","1_5___2_5","0_5___1__","0_70_kg_m2","0_65_kg_m2","300___349_MJ_m2","____17_0_C","1_5___2_5","0_00___0_01__","0_82_kg_m2","0_45_kg_m2","___300_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_75_l_ha","T_rt_og_koldt","0_50_l_ha","T_rt_og_varmt","0_25_l_ha","2___3","0___1","0___1","67___69_hkg_ha"
"294","0_36_kg_m2","0_65_kg_m2","200___249_MJ_m2","___13_0_C","4_5___5_5","10___25_%","5_5___6_5","0_70_kg_m2","0_65_kg_m2","200___249_MJ_m2","15_0___16_9_C","4_5___5_5","0_00___0_01__","1_12_kg_m2","0_80_kg_m2","300___349_MJ_m2","____17_0_C","3_5___4_5","0_00___0_01__","1_20_kg_m2","0_40_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_50_l_ha","V_dt_og_varmt","0_25_l_ha","V_dt_og_varmt","0_25_l_ha","____4","0___1","____4","101___103_hkg_ha"
"295","0_32_kg_m2","0_55_kg_m2","200___249_MJ_m2","___13_0_C","5_5___6_5","0_5___1_%","5_5___6_5","0_68_kg_m2","0_65_kg_m2","200___249_MJ_m2","15_0___16_9_C","5_5___6_5","0_00___0_01__","1_32_kg_m2","1_10_kg_m2","350___399_MJ_m2","13_0___14_9_C","3_5___4_5","0_00___0_01__","1_38_kg_m2","0_40_kg_m2","___300_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_25_l_ha","V_dt_og_varmt","0_25_l_ha","V_dt_og_varmt","0_l_ha","____4","2___3","____4","117___119_hkg_ha"
"296","0_34_kg_m2","0_65_kg_m2","150___199_MJ_m2","13_0___14_9_C","___6_5","6___10_%","___6_5","0_60_kg_m2","0_55_kg_m2","200___249_MJ_m2","15_0___16_9_C","5_5___6_5","0_00___0_01__","1_04_kg_m2","0_80_kg_m2","300___349_MJ_m2","13_0___14_9_C","3_5___4_5","0_00___0_01__","1_10_kg_m2","0_35_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_50_l_ha","V_dt_og_varmt","0_75_l_ha","V_dt_og_varmt","0_50_l_ha","0___1","____4","2___3","91___93_hkg_ha"
"297","0_28_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","0_00___0_01_%","3_5___4_5","0_44_kg_m2","0_40_kg_m2","150___199_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","0_88_kg_m2","0_80_kg_m2","350___399_MJ_m2","13_0___14_9_C","2_5___3_5","0_00___0_01__","1_14_kg_m2","0_60_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_50_l_ha","V_dt_og_varmt","0_50_l_ha","V_dt_og_varmt","0_l_ha","0___1","____4","2___3","95___97_hkg_ha"
"298","0_38_kg_m2","0_70_kg_m2","200___249_MJ_m2","13_0___14_9_C","4_5___5_5","0_5___1_%","4_5___5_5","0_74_kg_m2","0_70_kg_m2","200___249_MJ_m2","13_0___14_9_C","4_5___5_5","0_00___0_01__","1_20_kg_m2","0_90_kg_m2","350___399_MJ_m2","15_0___16_9_C","2_5___3_5","0_00___0_01__","1_42_kg_m2","0_60_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_50_l_ha","V_dt_og_varmt","0_l_ha","V_dt_og_koldt","0_75_l_ha","____4","2___3","2___3","119___121_hkg_ha"
"299","0_24_kg_m2","0_45_kg_m2","150___199_MJ_m2","13_0___14_9_C","3_5___4_5","2___6_%","3_5___4_5","0_46_kg_m2","0_45_kg_m2","200___249_MJ_m2","____17_0_C","3_5___4_5","0_5___1__","0_92_kg_m2","0_85_kg_m2","350___399_MJ_m2","13_0___14_9_C","2_5___3_5","0_00___0_01__","1_12_kg_m2","0_55_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_50_l_ha","V_dt_og_varmt","0_25_l_ha","T_rt_og_koldt","0_50_l_ha","2___3","0___1","0___1","95___97_hkg_ha"
"300","0_36_kg_m2","0_60_kg_m2","150___199_MJ_m2","___13_0_C","5_5___6_5","0_00___0_01_%","5_5___6_5","0_58_kg_m2","0_45_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","0_00___0_01__","1_14_kg_m2","0_95_kg_m2","300___349_MJ_m2","15_0___16_9_C","3_5___4_5","0_01___0_5__","1_32_kg_m2","0_55_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_5___1_5","1___2__","V_dt_og_koldt","0_50_l_ha","V_dt_og_varmt","0_l_ha","V_dt_og_varmt","0_l_ha","____4","____4","____4","111___113_hkg_ha"
"301","0_24_kg_m2","0_45_kg_m2","200___249_MJ_m2","____17_0_C","2_5___3_5","25___50_%","5_5___6_5","0_24_kg_m2","0_15_kg_m2","150___199_MJ_m2","____17_0_C","0_5___1_5","50___100__","0_66_kg_m2","0_75_kg_m2","350___399_MJ_m2","13_0___14_9_C","0_5___1_5","0_5___1__","0_52_kg_m2","0_00_kg_m2","___300_MJ_m2","____17_0_C","0_0___0_5","0_00___0_01__","T_rt_og_varmt","0_l_ha","V_dt_og_koldt","0_50_l_ha","T_rt_og_varmt","0_50_l_ha","2___3","2___3","2___3","43___45_hkg_ha"
"302","0_30_kg_m2","0_50_kg_m2","200___249_MJ_m2","15_0___16_9_C","3_5___4_5","25___50_%","4_5___5_5","0_64_kg_m2","0_60_kg_m2","200___249_MJ_m2","___13_0_C","3_5___4_5","2___6__","1_14_kg_m2","0_95_kg_m2","350___399_MJ_m2","15_0___16_9_C","2_5___3_5","0_00___0_01__","1_28_kg_m2","0_50_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_25_l_ha","V_dt_og_koldt","0_50_l_ha","V_dt_og_koldt","0_25_l_ha","2___3","2___3","____4","107___109_hkg_ha"
"303","0_18_kg_m2","0_35_kg_m2","150___199_MJ_m2","____17_0_C","3_5___4_5","1___2_%","3_5___4_5","0_42_kg_m2","0_45_kg_m2","150___199_MJ_m2","15_0___16_9_C","2_5___3_5","0_01___0_5__","0_80_kg_m2","0_70_kg_m2","____400_MJ_m2","15_0___16_9_C","1_5___2_5","0_00___0_01__","0_98_kg_m2","0_55_kg_m2","___300_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_25_l_ha","T_rt_og_varmt","0_75_l_ha","T_rt_og_varmt","0_75_l_ha","____4","0___1","2___3","83___85_hkg_ha"
"304","0_32_kg_m2","0_60_kg_m2","200___249_MJ_m2","13_0___14_9_C","5_5___6_5","0_00___0_01_%","___6_5","0_56_kg_m2","0_45_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","0_00___0_01__","0_98_kg_m2","0_80_kg_m2","300___349_MJ_m2","13_0___14_9_C","2_5___3_5","0_00___0_01__","1_12_kg_m2","0_40_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_25_l_ha","V_dt_og_varmt","0_75_l_ha","V_dt_og_koldt","0_75_l_ha","____4","2___3","0___1","95___97_hkg_ha"
"305","0_28_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","2_5___3_5","2___6_%","2_5___3_5","0_44_kg_m2","0_35_kg_m2","___150_MJ_m2","15_0___16_9_C","2_5___3_5","0_00___0_01__","0_76_kg_m2","0_65_kg_m2","300___349_MJ_m2","15_0___16_9_C","1_5___2_5","0_00___0_01__","0_92_kg_m2","0_50_kg_m2","350___399_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_50_l_ha","V_dt_og_varmt","0_l_ha","V_dt_og_varmt","0_l_ha","0___1","____4","2___3","77___79_hkg_ha"
